Date,Consumption,Temperature,Humidity,Wind_Speed,Cloud_Cover,Day_of_Week,Month,Holiday,Season,Power_Factor,Region,Time_of_Day,Building_Usage
2015-01-02 04:00:00,296.91096023493947,10.190429088252614,50.680768668908826,17.382288572186805,65.5279834668274,4,1,0,Fall,0.937833744148276,North,Afternoon,Industrial
2015-01-02 05:00:00,856.8646544670767,3.249086549802918,78.01501748304175,6.232441431121147,44.63591754323358,4,1,1,Spring,0.7048784207282027,East,Night,Commercial
2015-01-02 06:00:00,647.0414015158476,-6.821810720705831,41.327764862573794,17.195043772327658,81.53668514305184,4,1,1,Summer,0.9755648708362299,North,Night,Commercial
2015-01-02 07:00:00,449.63247847229775,18.679515091655766,56.19153504096138,9.133227671950046,55.43224417877561,4,1,1,Spring,0.824168792810886,North,Evening,Residential
2015-01-02 08:00:00,562.3259431469683,-6.453143425738553,70.82802891262193,19.40758054080881,4.352710807163285,4,1,0,Fall,0.9795361368242108,North,Morning,Industrial
2015-01-02 09:00:00,546.5359944750469,17.08080326018012,52.63862521677413,3.9052574298026466,70.37625599702683,4,1,1,Winter,0.7596059239040756,North,Afternoon,Residential
2015-01-02 10:00:00,624.3200040921633,30.418414202584124,47.01090304493927,1.1556358120578203,42.855735676910015,4,1,1,Summer,0.8047308272958683,West,Morning,Residential
2015-01-02 11:00:00,421.8299455183212,23.04245032189921,63.55900739417351,1.276173832542955,36.9178211038523,4,1,1,Winter,0.9293985750658038,West,Morning,Commercial
2015-01-02 12:00:00,280.99231242681606,17.170966746881735,83.86889803546254,16.929594153789377,64.29934155508471,4,1,1,Spring,0.8007076136357208,South,Afternoon,Residential
2015-01-02 13:00:00,844.5809361781278,8.771842965171597,31.127982643994045,2.2258231640011927,33.096475803927014,4,1,0,Fall,0.9810192171824341,South,Morning,Residential
2015-01-02 14:00:00,354.5199664901106,14.061324490496972,42.91486562869362,0.18753614616455527,40.87044213801869,4,1,0,Fall,0.9160510138985223,West,Evening,Industrial
2015-01-02 15:00:00,752.7592636336677,31.636913083935703,85.9583933453699,18.567273920948608,52.76676075831268,4,1,0,Spring,0.9062373445742711,East,Night,Commercial
2015-01-02 16:00:00,479.25096401732384,35.393922859462386,39.89034478173349,15.031785570701528,41.5723820314591,4,1,0,Fall,0.7525589604134773,East,Afternoon,Industrial
2015-01-02 17:00:00,449.10299098125023,27.494800150968004,68.65678387913675,11.493152117351617,45.01083124583801,4,1,1,Spring,0.9964018012133125,South,Evening,Residential
2015-01-02 18:00:00,235.04133692754692,9.903541937557769,80.19481101036087,12.765407603609262,56.98094654533963,4,1,1,Spring,0.7327264973620454,West,Night,Industrial
2015-01-02 19:00:00,355.18164500797906,9.502422986526213,80.05622704429746,1.02622509364094,45.14935809690144,4,1,1,Fall,0.9769647353251115,West,Night,Commercial
2015-01-02 20:00:00,697.9207855751436,20.57456774030906,49.80926672188118,16.899601753285488,49.199557826347665,4,1,0,Summer,0.7937228651448898,West,Evening,Residential
2015-01-02 21:00:00,475.16893277680055,-0.8245755513461202,62.157943378819894,15.399112196317802,42.18627864432868,4,1,1,Spring,0.9269147667981474,East,Afternoon,Residential
2015-01-02 22:00:00,371.07593026448376,16.326677627800915,46.5023562403362,7.184412791061798,91.8406064244972,4,1,0,Fall,0.9581588154227425,West,Night,Industrial
2015-01-02 23:00:00,376.1620815773722,18.13523985366993,72.5503590419839,10.92970932545031,32.394924664912814,4,1,0,Fall,0.8466168919569795,North,Morning,Commercial
2015-01-03 00:00:00,285.88571886166113,39.54088766845901,61.37410081407876,3.3571205078410205,86.10539809140802,5,1,1,Winter,0.7767919910927901,West,Night,Residential
2015-01-03 01:00:00,656.1731443619153,38.492188988702836,65.90519071670988,11.645100262928834,96.82496625834483,5,1,0,Spring,0.8235674255655474,South,Evening,Industrial
2015-01-03 02:00:00,611.2809293581871,14.431516815162631,68.809796580995,10.95505648844685,53.601680445062485,5,1,0,Spring,0.7752596006354993,East,Morning,Industrial
2015-01-03 03:00:00,356.07747625739717,-5.574683514450243,43.01991282348454,16.322571648313286,64.25420698221843,5,1,0,Summer,0.9179608030784095,South,Morning,Commercial
2015-01-03 04:00:00,631.7835592607255,19.91895930958497,36.80561612119235,12.856870922956105,44.91653852726867,5,1,1,Spring,0.7910901082233691,West,Night,Industrial
2015-01-03 05:00:00,264.94952698021683,25.62044355419406,46.700276095775564,5.1084037833080504,74.82785035041951,5,1,1,Summer,0.7551823705141416,North,Night,Industrial
2015-01-03 06:00:00,383.1333388309583,26.71756335329127,69.21771740489274,0.7896728379143281,66.16692783934376,5,1,1,Winter,0.8377875946348451,South,Night,Residential
2015-01-03 07:00:00,660.2861564928089,26.772471382903838,74.44969540554374,13.166428356695143,50.71949598261851,5,1,0,Fall,0.7457183406445538,North,Morning,Residential
2015-01-03 08:00:00,617.4372842536693,16.124021565681137,54.90139544264453,14.575898541548645,97.25047380711105,5,1,1,Summer,0.9393040488477378,West,Night,Residential
2015-01-03 09:00:00,525.7624916037058,20.76166894692456,55.68258219036131,7.9211300849431225,71.16418917530184,5,1,1,Winter,0.9231275405370187,South,Afternoon,Industrial
2015-01-03 10:00:00,374.4468287476426,28.741990168475247,47.42711622200562,11.268389234511321,77.46429216619524,5,1,0,Fall,0.7627165984238066,East,Night,Commercial
2015-01-03 11:00:00,470.29910043216375,0.02717369176241391,50.84902578794812,5.374727534208974,19.996415685570433,5,1,0,Spring,0.9929999771900064,South,Night,Commercial
2015-01-03 12:00:00,489.6224793781515,-1.9001541472779842,54.18956086121207,0.3461067397585049,12.173929597667799,5,1,1,Winter,0.9632871437101507,South,Night,Commercial
2015-01-03 13:00:00,716.1807660000973,-6.884493592466519,63.571532145395835,3.5563892977586242,71.80541990884271,5,1,0,Winter,0.7107989915989954,North,Afternoon,Residential
2015-01-03 14:00:00,698.6715918312896,19.11256256773899,43.98381172834983,18.08628269541543,84.74614336830581,5,1,1,Fall,0.9256091045210099,West,Morning,Residential
2015-01-03 15:00:00,705.824423582713,37.04697424899046,45.20635036578126,12.20130831822647,70.8683445090487,5,1,0,Fall,0.7601504138506127,West,Night,Commercial
2015-01-03 16:00:00,333.2166721649145,4.957580651718249,39.71141915495213,1.0221265933311319,83.35675990352465,5,1,0,Winter,0.7715082825487907,West,Morning,Industrial
2015-01-03 17:00:00,636.0329832168893,6.84236306823194,36.55487020962242,18.07129576090718,15.953168172519183,5,1,0,Spring,0.8944770982171941,North,Evening,Residential
2015-01-03 18:00:00,510.0245736134,1.2864406113280307,37.23922150703873,19.484858330505332,62.39558922392822,5,1,0,Summer,0.943215134011656,East,Morning,Residential
2015-01-03 19:00:00,537.6558894458917,25.01075208394073,35.95982187513544,7.3093968007518235,75.8100854608778,5,1,1,Spring,0.9845069882857032,South,Night,Residential
2015-01-03 20:00:00,587.8680101279879,22.441256325116605,75.80765324473359,15.959543979945794,92.52425796635616,5,1,1,Summer,0.7881306259863993,West,Morning,Residential
2015-01-03 21:00:00,620.4842132895656,-8.664380464199809,83.80177628334434,7.759790380219107,75.63223195826417,5,1,1,Summer,0.7710551839820416,South,Afternoon,Industrial
2015-01-03 22:00:00,575.0256766034624,4.310602365240371,70.77535689513539,18.609731349954664,31.611919718738445,5,1,0,Spring,0.7359619450136202,North,Night,Residential
2015-01-03 23:00:00,678.3747343498928,8.561092808555845,38.51664677555766,10.408824479074054,82.44032411004834,5,1,1,Spring,0.9909654352987245,East,Afternoon,Residential
2015-01-04 00:00:00,594.6944669692123,5.249921869017392,35.64919205211689,3.9347163638224525,63.40021998604245,6,1,0,Summer,0.849024221074563,East,Night,Residential
2015-01-04 01:00:00,592.9901206811927,3.7418839146559773,32.37306880922473,11.717279004096138,40.37433875519195,6,1,1,Summer,0.7813596668910827,North,Evening,Commercial
2015-01-04 02:00:00,645.5655681046103,12.111555173882362,53.684443068510056,6.416425150388569,79.84125760153343,6,1,0,Winter,0.8190821431548772,North,Evening,Residential
2015-01-04 03:00:00,320.1992257468637,4.647087067570613,71.08444537715354,5.585714094751861,26.04596656789354,6,1,0,Summer,0.7103338022476371,South,Night,Residential
2015-01-04 04:00:00,595.3310713502309,38.533516982124155,53.623571392738626,11.717443296719448,60.54617484871619,6,1,0,Winter,0.7472634256083893,South,Morning,Commercial
2015-01-04 05:00:00,635.9092552471346,-2.8064507640295577,42.5215701085285,14.324607667505978,25.255206169304977,6,1,1,Winter,0.8931395588406241,South,Evening,Residential
2015-01-04 06:00:00,629.4849836277224,-6.328743624309871,59.80402352332017,7.789683692174327,80.16588405341014,6,1,0,Spring,0.8247234168658872,North,Night,Commercial
2015-01-04 07:00:00,453.3320186218948,13.426102304893742,56.671424624074454,13.86365685739948,61.09370196192144,6,1,1,Winter,0.7465942432557692,North,Morning,Commercial
2015-01-04 08:00:00,596.2577945033263,25.175188660047226,44.32439846255857,9.8760241666184,78.11350638424524,6,1,0,Spring,0.7621878134430273,South,Evening,Residential
2015-01-04 09:00:00,516.1718975505745,-3.647201527296831,75.62793149384672,11.533932420100697,60.62717551125396,6,1,0,Summer,0.925512247893875,South,Evening,Industrial
2015-01-04 10:00:00,510.1379064832321,3.7917804552710805,81.0016892655392,13.640657628815806,17.492456769581764,6,1,1,Summer,0.7422836766690606,East,Night,Industrial
2015-01-04 11:00:00,526.3479354985067,10.168276548268327,70.37305990193232,16.471297431247667,40.96450247182519,6,1,0,Fall,0.8824682717816078,South,Evening,Industrial
2015-01-04 12:00:00,564.3052781836855,23.95500063018659,89.22878599221505,17.161537770922084,35.736435993338965,6,1,1,Fall,0.7185953737831928,East,Morning,Residential
2015-01-04 13:00:00,357.907228360144,4.160033018971301,61.79304777222467,13.022178834073696,68.84965136475329,6,1,0,Spring,0.7923283140884125,South,Afternoon,Commercial
2015-01-04 14:00:00,264.91923400309895,34.37479500761351,75.0209561408897,14.706193365835276,60.29637213114402,6,1,0,Winter,0.7252545035573186,West,Night,Industrial
2015-01-04 15:00:00,482.6907666290307,-8.327309447311412,80.81744534924869,18.91650369395068,29.333164293143188,6,1,1,Spring,0.8257674028534103,East,Night,Residential
2015-01-04 16:00:00,390.2744655182401,26.6540513930049,34.91115963942512,5.777211745389412,81.49120145462305,6,1,1,Summer,0.8445077198997044,North,Afternoon,Residential
2015-01-04 17:00:00,443.50544042569254,34.48314211973564,65.64703167027054,13.151497789232439,84.38383354293758,6,1,0,Summer,0.87952095329442,East,Afternoon,Residential
2015-01-04 18:00:00,677.612984514668,20.68119198515728,72.55536855756444,11.492172136213378,95.06317712183198,6,1,1,Summer,0.866367082969879,West,Night,Industrial
2015-01-04 19:00:00,511.2100543138886,10.744766314594354,49.58164628740451,1.3992902714914068,22.689441379289864,6,1,0,Spring,0.7674926607461432,South,Afternoon,Residential
2015-01-04 20:00:00,371.60816764670454,7.008012471686662,48.41666662631934,18.625711991144843,40.343762401745195,6,1,1,Fall,0.8547074807546462,West,Evening,Commercial
2015-01-04 21:00:00,268.9876731673211,22.11114384527017,52.57470295945177,3.19597977212841,48.63128252077006,6,1,0,Fall,0.7249253459399397,South,Evening,Industrial
2015-01-04 22:00:00,170.8203117126078,15.293571802271135,68.23977161308547,17.557633216391444,75.41069284887733,6,1,0,Winter,0.992704540566332,East,Morning,Commercial
2015-01-04 23:00:00,532.2927434313928,12.095117489561762,51.019619934813775,19.37608543670702,68.6793743905277,6,1,1,Winter,0.7633718356944732,East,Afternoon,Industrial
2015-01-05 00:00:00,109.57740196214786,34.82297674313302,42.958668213336864,4.129904576128065,58.719858789732235,0,1,1,Summer,0.824235740219236,West,Morning,Industrial
2015-01-05 01:00:00,597.4124925343988,26.84682391100167,77.22792585928593,12.575911592569016,67.65863345238475,0,1,0,Winter,0.8644682688347941,East,Morning,Residential
2015-01-05 02:00:00,581.6146982690943,10.907444904688855,62.809744980133424,7.371210045454328,34.097746120139895,0,1,0,Winter,0.9983222731829586,North,Evening,Commercial
2015-01-05 03:00:00,373.45443530248286,29.847044542816093,73.7958968035542,10.606816069117826,46.56261421106126,0,1,1,Fall,0.8657300462382002,West,Afternoon,Residential
2015-01-05 04:00:00,583.7130626691783,38.77410947882791,62.869194615143584,14.876192418679597,99.12731479602718,0,1,0,Fall,0.8389429921701506,East,Afternoon,Commercial
2015-01-05 05:00:00,396.9410760152197,36.93295387165813,32.59643329921455,7.565014244748589,26.81850454002155,0,1,1,Fall,0.7803725691420312,East,Morning,Commercial
2015-01-05 06:00:00,658.2028092947724,11.332739587805793,57.623335843823284,14.774165905653652,79.55351052350888,0,1,0,Spring,0.7575337399064381,South,Afternoon,Residential
2015-01-05 07:00:00,614.6018170404104,32.03644775258047,67.20220973253056,3.357960576348593,0.10924889761390055,0,1,0,Winter,0.8191369848238634,South,Night,Residential
2015-01-05 08:00:00,348.77952749929796,26.355249265619335,45.30023797484765,3.660032210853945,16.290630251649475,0,1,0,Spring,0.8634554068967617,North,Night,Commercial
2015-01-05 09:00:00,483.619421083726,27.76304685992755,82.95718131949147,10.674546738629536,25.59496774725799,0,1,0,Winter,0.9588907684688606,East,Morning,Industrial
2015-01-05 10:00:00,563.2932633475027,16.548879099997023,76.86013471586031,10.538566402226818,59.058748661719406,0,1,1,Fall,0.838816255368226,West,Afternoon,Residential
2015-01-05 11:00:00,741.3390902729254,-4.2108737664746565,46.596342352760416,6.938755018358731,54.58521017859792,0,1,1,Winter,0.7818068796357336,East,Morning,Industrial
2015-01-05 12:00:00,595.1231761823515,-9.152171799307403,39.94145159258852,18.06076408864225,16.354053025785863,0,1,1,Fall,0.935264362503949,North,Evening,Commercial
2015-01-05 13:00:00,375.5280429572306,-6.699498945777929,83.27942397204708,18.25816209262904,26.404535878403813,0,1,0,Spring,0.8022574877642482,East,Afternoon,Industrial
2015-01-05 14:00:00,632.5003242469314,19.729408254606295,85.49364242281777,6.289754577815517,30.846756934051157,0,1,0,Winter,0.8372940686946891,East,Morning,Residential
2015-01-05 15:00:00,451.00559567218386,-0.1287267759252888,79.31730925347398,11.045952209561797,97.69636019438241,0,1,1,Winter,0.9074720894047561,East,Night,Residential
2015-01-05 16:00:00,673.6280159982338,34.33707988642111,38.95116162184112,19.453993585776885,26.985432283199074,0,1,0,Summer,0.8494014350337915,East,Morning,Commercial
2015-01-05 17:00:00,376.29634411705877,27.032756449848435,46.976816839717635,6.427714627207452,11.12820942465068,0,1,0,Spring,0.7300787378430635,South,Night,Industrial
2015-01-05 18:00:00,671.1169494243894,13.110660188891153,65.55296117783483,1.0901378022264985,52.61999720449839,0,1,0,Winter,0.7673690876741387,South,Evening,Industrial
2015-01-05 19:00:00,355.3748816896249,0.350841038763825,41.13881975555708,17.057130421350294,97.52631942387879,0,1,0,Fall,0.8826778636592887,West,Evening,Commercial
2015-01-05 20:00:00,564.5808250063194,31.77511406914993,61.76681405576027,11.0790997289768,5.870127440592898,0,1,1,Spring,0.9308013506822603,East,Morning,Industrial
2015-01-05 21:00:00,540.2423068831365,16.889167243233945,75.58115075737945,15.204431257161756,83.76737908959916,0,1,1,Fall,0.9572587468986032,South,Night,Residential
2015-01-05 22:00:00,518.0316238213009,16.274323879179544,68.71358245938744,6.412105042040577,69.92938187900309,0,1,0,Winter,0.8538992326864782,North,Evening,Industrial
2015-01-05 23:00:00,528.2619088198805,32.69839283461023,77.88334336906193,0.6947626283184394,66.57131624717218,0,1,0,Winter,0.8742605773834502,West,Evening,Commercial
2015-01-06 00:00:00,458.6572039295056,7.428099885942377,33.05665264726906,0.6694887422520646,97.07431634809895,1,1,0,Summer,0.8468199842366109,South,Evening,Residential
2015-01-06 01:00:00,576.084203294685,29.622836772698058,80.139659828696,13.894944447690234,16.288001674601006,1,1,0,Spring,0.7144896348223693,North,Afternoon,Industrial
2015-01-06 02:00:00,725.1803247302753,11.82736865211179,39.51430065348708,15.274715467657028,70.80386335132111,1,1,1,Spring,0.8880713865196896,East,Afternoon,Commercial
2015-01-06 03:00:00,294.19419077085115,-6.423110077355878,49.585652538632125,13.413573250095334,72.28414853159364,1,1,0,Summer,0.9414622872367238,South,Morning,Commercial
2015-01-06 04:00:00,414.9006201135621,-2.8234323068246825,80.27296983651314,8.101983192984019,63.54835140772428,1,1,1,Fall,0.7648711267164301,West,Night,Residential
2015-01-06 05:00:00,383.20139193328174,-2.444766956992341,33.7865109735267,15.536813397935736,13.923397091478106,1,1,0,Winter,0.7202692052820249,East,Night,Commercial
2015-01-06 06:00:00,490.29758467190527,14.367060346207825,31.687471812033056,0.5026373293267006,98.8012517561476,1,1,0,Spring,0.8765770962777444,East,Evening,Residential
2015-01-06 07:00:00,586.5653213268131,37.679655866574564,82.49830552328194,8.004093825635913,12.732475283976052,1,1,1,Spring,0.9546284676339694,North,Morning,Commercial
2015-01-06 08:00:00,331.15036404206165,7.518372652833531,42.03962746763239,8.250460282131433,92.18840681812827,1,1,0,Summer,0.9004508807914041,East,Morning,Commercial
2015-01-06 09:00:00,278.24446754860196,20.651307688109654,60.44984452503388,19.712554294577092,20.17311210697924,1,1,1,Fall,0.9513078046051757,South,Morning,Industrial
2015-01-06 10:00:00,654.7364489101944,14.126634209639992,59.715636815768114,3.7535669566415963,71.97300444359051,1,1,1,Winter,0.9678006037204969,West,Evening,Commercial
2015-01-06 11:00:00,697.2732808125918,27.178909389884907,84.14272489577357,1.435714559083625,83.46718908710423,1,1,0,Spring,0.8767606441461543,West,Morning,Commercial
2015-01-06 12:00:00,576.8027640491322,32.42727921679673,30.914174018866323,0.2814853487173674,58.429454941007975,1,1,1,Fall,0.7275059717959117,North,Night,Residential
2015-01-06 13:00:00,151.4156048208631,23.47452157938524,74.25658126778805,1.321932519060467,31.63438805443618,1,1,0,Fall,0.9004230819030974,North,Afternoon,Industrial
2015-01-06 14:00:00,338.95939795505717,26.573212324873204,78.1009990800378,14.235685498629158,42.09191413845858,1,1,1,Winter,0.8672778673577138,South,Afternoon,Commercial
2015-01-06 15:00:00,436.4410361884539,12.78086240152098,45.09653442919692,8.308054840137249,4.1066459204631816,1,1,1,Spring,0.8558443759529193,West,Afternoon,Commercial
2015-01-06 16:00:00,465.0111186521318,29.44983087640268,54.15994471960242,14.727880603874263,51.45827500428148,1,1,0,Summer,0.9462919617810792,North,Night,Commercial
2015-01-06 17:00:00,704.5398465919207,11.962313890384166,42.20073452780906,6.113871010756384,9.514494934431383,1,1,1,Winter,0.7220601927195283,West,Morning,Residential
2015-01-06 18:00:00,607.3910856271801,30.518848707826102,63.51727478354461,7.1255664252510105,84.43806982236761,1,1,0,Summer,0.9838427309613474,West,Afternoon,Residential
2015-01-06 19:00:00,472.66441576056366,16.124711291804587,67.29496008496696,7.088630363532777,26.929537513519065,1,1,1,Summer,0.782097109369614,West,Night,Residential
2015-01-06 20:00:00,660.266973845042,21.867055010556157,57.87656218710211,4.431020511967329,83.43987536840301,1,1,0,Fall,0.7114714898549445,East,Night,Commercial
2015-01-06 21:00:00,481.8736818399958,-0.04530163940978049,57.41763980884569,8.84489373785331,49.02376030602036,1,1,0,Spring,0.9549233548703363,North,Morning,Industrial
2015-01-06 22:00:00,482.3517081935231,18.43864953790634,77.6985359947375,16.42080561123514,8.782322970583422,1,1,1,Summer,0.757969855248775,South,Evening,Industrial
2015-01-06 23:00:00,327.7986934975327,18.237239282824312,53.36928803302847,19.284448607156104,43.7755065349388,1,1,0,Fall,0.7056243170333614,South,Afternoon,Commercial
2015-01-07 00:00:00,335.6015398444769,14.272830415152828,43.88224616429817,12.381002595601585,55.61614722521436,2,1,0,Summer,0.8301654378241726,North,Morning,Industrial
2015-01-07 01:00:00,636.6590548519044,35.37432988304855,46.2122652172983,11.255615383084137,52.15750170312925,2,1,0,Winter,0.7767628520777144,East,Night,Industrial
2015-01-07 02:00:00,432.5842842796244,8.12073074753767,86.33631162127085,0.7226180003726501,19.73435002895705,2,1,0,Winter,0.8694851170932123,West,Afternoon,Commercial
2015-01-07 03:00:00,425.76272999702473,-9.614605520928617,42.78593946791692,10.498310153862606,86.7981319136428,2,1,1,Fall,0.7390815601449992,East,Morning,Commercial
2015-01-07 04:00:00,635.0934887584428,19.38253651119681,31.19605407043248,0.3825443575650356,69.75778191955455,2,1,0,Winter,0.8014913454831528,East,Night,Commercial
2015-01-07 05:00:00,607.7285122543514,32.475556792274666,69.98678990956688,1.1477870496957654,5.998766317099847,2,1,0,Summer,0.8076867057735105,North,Night,Industrial
2015-01-07 06:00:00,353.0681004726626,28.38103154713238,53.39755457155363,6.276549225479149,84.04731956390354,2,1,1,Spring,0.8541294509000411,South,Morning,Industrial
2015-01-07 07:00:00,257.30234681744867,21.190564396379706,33.924116888668635,8.27883457679079,53.881624401792784,2,1,1,Fall,0.8243071159226404,North,Afternoon,Industrial
2015-01-07 08:00:00,440.3738065568658,3.369347070873882,81.11039891297379,1.449870647676046,18.285993241601982,2,1,1,Summer,0.891747050027105,West,Evening,Residential
2015-01-07 09:00:00,499.61304567057044,27.001514679766707,40.20178520972739,13.266529151293788,87.78534202151278,2,1,1,Fall,0.9001939939317364,North,Evening,Residential
2015-01-07 10:00:00,490.14424815488184,23.082062830274403,47.56314656921781,7.861693701787424,35.8730587215132,2,1,0,Winter,0.9315828351483567,North,Morning,Residential
2015-01-07 11:00:00,386.8825539343342,36.28978376605808,77.422985740244,8.657534291148368,64.62748044298856,2,1,1,Winter,0.9646676218757679,North,Afternoon,Residential
2015-01-07 12:00:00,305.6770395099026,-0.09771330175507309,33.669896094573716,12.987702821946293,2.999430295756267,2,1,0,Summer,0.7608431418822882,South,Night,Industrial
2015-01-07 13:00:00,775.270798175904,2.0970186176764525,64.88945436031474,12.552892996842367,92.20250883537065,2,1,0,Fall,0.7311281143838536,South,Afternoon,Commercial
2015-01-07 14:00:00,485.84838984594876,-5.829272569826235,39.78950823166694,19.59865122285055,36.63972440279522,2,1,0,Summer,0.9463688768756531,South,Evening,Commercial
2015-01-07 15:00:00,465.2919811447822,25.818014742048526,60.48966657380076,11.501442739804917,20.63524970661549,2,1,1,Winter,0.7078563697288567,North,Morning,Residential
2015-01-07 16:00:00,196.0167864025908,29.007836134899783,67.58615831304655,6.438549431397318,74.3124643903758,2,1,0,Spring,0.8609216331859413,West,Night,Residential
2015-01-07 17:00:00,672.0672726103688,-5.959768125235234,62.627890014559284,1.779118536310893,16.168382168939743,2,1,0,Fall,0.931403369309098,North,Morning,Residential
2015-01-07 18:00:00,498.7500518170663,7.9709456456973555,46.69454178459764,2.9041184290026756,95.79576528154638,2,1,1,Summer,0.8432669718638579,West,Afternoon,Residential
2015-01-07 19:00:00,541.9114310440697,1.0218825574050943,75.21194136978072,19.028803472835122,63.092685823299774,2,1,0,Summer,0.8840873442844175,East,Evening,Residential
2015-01-07 20:00:00,514.5556660789132,32.955124656825895,87.49720615312773,2.0072015540198618,36.75316694790502,2,1,0,Spring,0.8769373082287044,North,Evening,Residential
2015-01-07 21:00:00,324.5012644664569,15.657272613247073,52.65075563486657,19.915750374657648,54.84875825460772,2,1,0,Summer,0.7417897487043759,East,Morning,Residential
